start_time,end_time,id,val
25-Feb-2008 00:20:14,25-Feb-2008 00:22:57,24,1
25-Feb-2008 09:33:41,25-Feb-2008 09:33:42,24,1
25-Feb-2008 09:33:47,25-Feb-2008 17:21:12,24,1
25-Feb-2008 09:36:43,25-Feb-2008 09:37:04,5,1
25-Feb-2008 09:37:20,25-Feb-2008 09:37:23,6,1
25-Feb-2008 09:37:58,25-Feb-2008 09:38:01,6,1
25-Feb-2008 10:02:31,25-Feb-2008 10:02:54,5,1
25-Feb-2008 10:10:15,25-Feb-2008 10:10:16,5,1
25-Feb-2008 10:10:20,25-Feb-2008 17:00:28,5,1
25-Feb-2008 17:00:33,25-Feb-2008 17:00:37,6,1
25-Feb-2008 17:01:28,25-Feb-2008 17:01:32,6,1
25-Feb-2008 18:31:58,25-Feb-2008 18:32:02,6,1
25-Feb-2008 18:32:08,25-Feb-2008 18:32:09,6,1
25-Feb-2008 18:33:33,25-Feb-2008 18:33:35,6,1
25-Feb-2008 19:21:34,25-Feb-2008 19:21:35,24,1
25-Feb-2008 19:21:39,25-Feb-2008 19:21:49,24,1
25-Feb-2008 21:08:49,25-Feb-2008 21:08:50,5,1
25-Feb-2008 21:08:51,25-Feb-2008 21:08:52,5,1
25-Feb-2008 21:51:32,25-Feb-2008 21:51:33,6,1
25-Feb-2008 21:51:37,25-Feb-2008 21:51:43,6,1
25-Feb-2008 21:52:29,25-Feb-2008 21:52:31,6,1
25-Feb-2008 23:21:24,25-Feb-2008 23:30:56,24,1
25-Feb-2008 23:22:31,25-Feb-2008 23:24:35,5,1
25-Feb-2008 23:28:31,25-Feb-2008 23:28:32,6,1
25-Feb-2008 23:28:36,25-Feb-2008 23:29:12,6,1
25-Feb-2008 23:30:12,25-Feb-2008 23:30:52,5,1
25-Feb-2008 23:31:53,25-Feb-2008 23:32:30,24,1
25-Feb-2008 23:32:33,25-Feb-2008 23:32:34,24,1
26-Feb-2008 00:38:49,26-Feb-2008 00:38:50,24,1
26-Feb-2008 00:38:52,26-Feb-2008 00:38:59,5,1
26-Feb-2008 00:38:53,26-Feb-2008 00:39:41,24,1
26-Feb-2008 00:39:00,26-Feb-2008 00:39:01,5,1
26-Feb-2008 00:39:03,26-Feb-2008 00:39:04,5,1
26-Feb-2008 00:39:09,26-Feb-2008 00:39:10,5,1
26-Feb-2008 00:39:22,26-Feb-2008 00:39:23,5,1
26-Feb-2008 00:39:46,26-Feb-2008 00:39:47,5,1
26-Feb-2008 00:40:22,26-Feb-2008 00:40:23,5,1
26-Feb-2008 00:40:58,26-Feb-2008 00:40:59,5,1
26-Feb-2008 00:46:22,26-Feb-2008 00:46:23,24,1
26-Feb-2008 00:46:27,26-Feb-2008 03:14:43,24,1
26-Feb-2008 03:13:41,26-Feb-2008 03:13:45,6,1
26-Feb-2008 03:14:39,26-Feb-2008 03:14:40,6,1
26-Feb-2008 08:35:57,26-Feb-2008 08:35:58,24,1
26-Feb-2008 08:36:00,26-Feb-2008 08:36:04,6,1
26-Feb-2008 08:36:01,26-Feb-2008 08:36:02,24,1
26-Feb-2008 08:36:08,26-Feb-2008 08:36:39,24,1
26-Feb-2008 08:36:33,26-Feb-2008 08:36:37,6,1
26-Feb-2008 09:15:24,26-Feb-2008 09:15:25,24,1
26-Feb-2008 09:15:29,26-Feb-2008 23:02:40,24,1
26-Feb-2008 09:15:40,26-Feb-2008 09:15:44,6,1
26-Feb-2008 09:18:44,26-Feb-2008 09:18:57,6,1
26-Feb-2008 09:48:12,26-Feb-2008 09:48:13,5,1
26-Feb-2008 09:48:16,26-Feb-2008 09:48:23,5,1
26-Feb-2008 09:58:04,26-Feb-2008 09:58:05,5,1
26-Feb-2008 09:58:09,26-Feb-2008 23:01:07,5,1
26-Feb-2008 20:33:41,26-Feb-2008 20:35:06,6,1
26-Feb-2008 21:02:40,26-Feb-2008 21:02:44,6,1
26-Feb-2008 21:03:52,26-Feb-2008 21:03:55,6,1
26-Feb-2008 22:56:02,26-Feb-2008 22:56:06,6,1
26-Feb-2008 22:58:28,26-Feb-2008 22:58:31,6,1
26-Feb-2008 22:58:31,26-Feb-2008 22:58:32,6,1
26-Feb-2008 22:58:35,26-Feb-2008 22:58:36,6,1
26-Feb-2008 22:58:41,26-Feb-2008 22:58:42,6,1
26-Feb-2008 22:58:53,26-Feb-2008 22:58:54,6,1
26-Feb-2008 22:59:17,26-Feb-2008 22:59:18,6,1
26-Feb-2008 22:59:54,26-Feb-2008 22:59:55,6,1
26-Feb-2008 23:00:30,26-Feb-2008 23:00:31,6,1
26-Feb-2008 23:01:52,27-Feb-2008 08:16:58,5,1
27-Feb-2008 05:29:23,27-Feb-2008 05:30:24,24,1
27-Feb-2008 05:29:30,27-Feb-2008 05:29:33,6,1
27-Feb-2008 05:30:16,27-Feb-2008 05:30:22,6,1
27-Feb-2008 08:00:17,27-Feb-2008 08:00:18,24,1
27-Feb-2008 08:00:22,28-Feb-2008 00:16:40,24,1
27-Feb-2008 08:13:30,27-Feb-2008 08:13:31,6,1
27-Feb-2008 08:13:35,27-Feb-2008 08:14:01,6,1
27-Feb-2008 08:15:40,27-Feb-2008 08:15:45,6,1
27-Feb-2008 08:26:34,27-Feb-2008 08:26:35,5,1
27-Feb-2008 08:26:38,27-Feb-2008 08:26:39,5,1
27-Feb-2008 20:35:28,27-Feb-2008 20:35:32,6,1
27-Feb-2008 20:35:58,27-Feb-2008 20:36:01,6,1
27-Feb-2008 23:03:26,27-Feb-2008 23:03:31,6,1
27-Feb-2008 23:05:31,27-Feb-2008 23:05:37,6,1
27-Feb-2008 23:26:19,27-Feb-2008 23:37:08,6,1
27-Feb-2008 23:37:09,28-Feb-2008 00:10:39,5,1
28-Feb-2008 00:10:42,28-Feb-2008 00:10:43,5,1
28-Feb-2008 00:11:10,28-Feb-2008 00:13:42,6,1
28-Feb-2008 00:13:42,28-Feb-2008 00:13:43,6,1
28-Feb-2008 00:13:46,28-Feb-2008 00:13:47,6,1
28-Feb-2008 00:13:52,28-Feb-2008 00:13:53,6,1
28-Feb-2008 00:13:54,28-Feb-2008 00:15:39,5,1
28-Feb-2008 00:15:43,28-Feb-2008 00:15:44,5,1
28-Feb-2008 00:16:11,28-Feb-2008 00:16:37,5,1
