start_time,end_time,id,val
25-Feb-2008 09:49:27,25-Feb-2008 09:49:28,9,1
25-Feb-2008 09:49:31,25-Feb-2008 09:49:38,9,1
25-Feb-2008 09:49:39,25-Feb-2008 09:49:44,8,1
25-Feb-2008 09:49:53,25-Feb-2008 09:49:56,8,1
25-Feb-2008 09:49:58,25-Feb-2008 09:50:04,1,1
25-Feb-2008 09:50:39,25-Feb-2008 09:50:42,23,1
25-Feb-2008 09:52:11,25-Feb-2008 09:53:21,1,1
25-Feb-2008 09:53:22,25-Feb-2008 09:53:25,23,1
25-Feb-2008 09:57:24,25-Feb-2008 10:01:27,13,1
25-Feb-2008 09:57:45,25-Feb-2008 09:58:29,9,1
25-Feb-2008 09:58:33,25-Feb-2008 09:58:34,18,1
25-Feb-2008 09:59:17,25-Feb-2008 09:59:18,7,1
25-Feb-2008 10:00:00,25-Feb-2008 10:00:04,9,1
25-Feb-2008 16:59:04,25-Feb-2008 16:59:11,8,1
25-Feb-2008 16:59:14,25-Feb-2008 16:59:42,23,1
25-Feb-2008 16:59:48,25-Feb-2008 16:59:51,8,1
25-Feb-2008 17:17:39,25-Feb-2008 17:17:40,18,1
25-Feb-2008 17:17:43,25-Feb-2008 17:17:44,18,1
25-Feb-2008 17:17:49,25-Feb-2008 17:17:50,18,1
25-Feb-2008 17:22:48,25-Feb-2008 17:22:49,18,1
25-Feb-2008 17:55:01,25-Feb-2008 17:55:02,8,1
25-Feb-2008 17:55:06,25-Feb-2008 17:55:17,8,1
25-Feb-2008 17:55:08,25-Feb-2008 17:55:11,7,1
25-Feb-2008 17:55:12,25-Feb-2008 17:55:13,7,1
25-Feb-2008 17:55:15,25-Feb-2008 17:55:16,7,1
25-Feb-2008 17:55:27,25-Feb-2008 17:55:29,8,1
25-Feb-2008 17:55:42,25-Feb-2008 17:55:46,8,1
25-Feb-2008 19:36:17,25-Feb-2008 19:36:18,7,1
25-Feb-2008 19:40:27,25-Feb-2008 19:40:46,23,1
25-Feb-2008 19:40:47,25-Feb-2008 19:40:59,8,1
25-Feb-2008 19:41:00,25-Feb-2008 19:41:01,8,1
25-Feb-2008 19:41:03,25-Feb-2008 19:41:04,8,1
25-Feb-2008 19:41:09,25-Feb-2008 19:41:10,8,1
25-Feb-2008 19:41:23,25-Feb-2008 19:41:41,8,1
25-Feb-2008 19:41:42,25-Feb-2008 19:43:04,23,1
25-Feb-2008 19:47:03,25-Feb-2008 19:47:06,8,1
25-Feb-2008 19:54:10,25-Feb-2008 19:54:14,9,1
25-Feb-2008 19:56:00,25-Feb-2008 19:56:01,18,1
25-Feb-2008 19:56:03,25-Feb-2008 23:11:38,18,1
25-Feb-2008 19:56:20,25-Feb-2008 19:56:21,7,1
25-Feb-2008 19:56:25,25-Feb-2008 19:56:31,7,1
25-Feb-2008 19:57:19,25-Feb-2008 19:57:35,17,1
25-Feb-2008 20:00:33,25-Feb-2008 20:00:36,8,1
25-Feb-2008 20:00:50,25-Feb-2008 20:00:52,8,1
25-Feb-2008 20:01:46,25-Feb-2008 20:01:49,8,1
25-Feb-2008 20:01:56,25-Feb-2008 20:01:58,9,1
25-Feb-2008 20:04:20,25-Feb-2008 20:04:21,1,1
25-Feb-2008 20:04:46,25-Feb-2008 20:10:43,1,1
25-Feb-2008 20:10:44,25-Feb-2008 20:10:45,8,1
25-Feb-2008 20:18:03,25-Feb-2008 20:18:04,8,1
25-Feb-2008 20:19:49,25-Feb-2008 20:19:57,9,1
25-Feb-2008 20:20:29,25-Feb-2008 20:20:33,8,1
25-Feb-2008 20:23:14,25-Feb-2008 20:23:17,8,1
25-Feb-2008 20:23:32,25-Feb-2008 20:23:36,8,1
25-Feb-2008 21:45:40,25-Feb-2008 21:45:44,8,1
25-Feb-2008 21:55:35,25-Feb-2008 21:55:39,9,1
25-Feb-2008 21:56:02,25-Feb-2008 21:56:04,1,1
25-Feb-2008 21:59:02,25-Feb-2008 21:59:05,1,1
25-Feb-2008 23:05:57,25-Feb-2008 23:05:58,13,1
25-Feb-2008 23:06:02,25-Feb-2008 23:19:05,13,1
25-Feb-2008 23:11:41,25-Feb-2008 23:11:42,18,1
25-Feb-2008 23:19:08,25-Feb-2008 23:19:09,13,1
26-Feb-2008 09:26:45,26-Feb-2008 09:26:49,9,1
26-Feb-2008 09:26:50,26-Feb-2008 09:26:57,23,1
26-Feb-2008 09:27:16,26-Feb-2008 09:27:19,23,1
26-Feb-2008 09:28:32,26-Feb-2008 09:28:34,8,1
